word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,freq
interlude,0,0,0,0,0,0,1,0,0,0,1
boating,0,0,0,0,0,0,0,0,0,0,1
unwary,0,0,0,0,0,0,0,0,0,0,1
bourgeois,0,0,0,0,0,0,0,0,0,0,1
draft,0,1,0,0,0,0,0,0,0,0,1
inferno,1,0,0,1,0,1,0,0,0,0,1
moisture,0,0,0,0,0,0,0,0,0,0,1
vamp,0,0,0,0,0,0,0,0,0,0,1
villager,0,0,0,0,0,0,1,0,0,1,1
foreclose,0,0,0,1,0,1,0,1,0,0,1
digs,0,0,0,0,0,0,0,0,0,0,1
requisite,0,0,0,0,0,0,0,0,0,0,1
gambler,0,1,0,0,0,1,0,0,1,0,1
stocking,0,0,0,0,0,0,0,0,0,0,1
boarding,0,0,0,0,0,0,0,0,0,0,1
distance,0,0,0,0,0,0,0,0,0,0,1
congratulatory,0,0,0,0,1,0,1,0,0,0,1
anxiety,1,1,0,1,0,1,0,1,0,0,1
affront,1,0,1,1,0,1,0,1,1,0,1
dredge,0,0,0,0,0,0,0,0,0,0,1
exorcist,0,0,0,0,0,0,0,0,0,0,1
legalize,0,0,0,0,0,0,0,0,0,0,1
bitterness,1,0,1,0,0,1,0,1,0,0,1
imputation,0,0,0,0,0,1,0,0,0,0,1
exorcism,0,0,0,1,0,1,0,1,0,0,1
matter,0,0,0,0,0,0,0,0,0,0,1
street,0,0,0,0,0,0,0,0,0,0,1
silly,0,0,0,0,1,1,0,0,0,0,1
speaking,0,0,0,0,0,0,0,0,0,0,1
deserving,0,0,0,0,0,0,0,0,0,0,1
espouse,0,0,0,0,0,0,0,0,0,0,1
hallucination,0,0,0,1,0,1,0,0,0,0,1
bidder,0,0,0,0,0,0,0,0,0,0,1
extracting,0,0,0,0,0,0,0,0,0,0,1
persuasive,0,0,0,0,0,0,0,0,0,0,1
seer,0,0,0,0,0,0,0,0,0,0,1
palace,0,0,0,0,0,0,0,0,0,0,1
quench,0,0,0,0,0,0,0,0,0,0,1
modern,0,0,0,0,0,0,0,0,0,0,1
mind,0,0,0,0,0,0,0,0,0,0,1
mine,0,0,0,0,0,0,0,0,0,0,1
ginger,0,0,0,0,0,0,0,0,0,0,1
pantheon,0,0,0,0,0,0,0,0,0,0,1
seed,0,0,0,0,0,0,0,0,0,0,1
snooze,0,0,0,0,0,0,0,0,0,0,1
churn,0,0,0,0,0,0,0,0,0,0,1
mint,0,0,0,0,0,0,0,0,0,0,1
reprieve,0,0,0,0,0,0,0,0,0,0,1
horde,0,0,0,0,0,1,0,0,1,0,1
alibi,0,0,0,0,0,0,0,0,0,0,1
communicative,0,0,0,0,0,0,1,0,0,0,1
impotent,0,0,0,0,0,1,0,0,0,0,1
urinalysis,0,0,0,0,0,0,0,0,0,0,1
fitting,0,1,0,0,1,0,1,0,0,1,1
chess,0,0,0,0,0,0,0,0,0,0,1
sleeper,0,0,0,0,0,0,0,0,0,0,1
panties,0,0,0,0,0,0,0,0,0,0,1
phonograph,0,0,0,0,0,0,0,0,0,0,1
memorabilia,0,0,0,0,0,0,0,0,0,0,1
regular,0,0,0,0,0,0,0,0,0,0,1
affirmatively,0,0,0,0,0,0,1,0,0,1,1
iterate,0,0,0,0,0,0,0,0,0,0,1
inconsistency,0,0,0,0,0,1,0,0,0,0,1
refractor,0,0,0,0,0,0,0,0,0,0,1
broadcast,0,0,0,0,0,0,0,0,0,0,1
don,0,0,0,0,0,0,1,0,0,1,1
observation,0,0,0,0,0,0,0,0,0,0,1
alarm,0,0,0,1,0,1,0,0,1,0,1
incompatible,1,0,1,0,0,1,0,1,0,0,1
dog,0,0,0,0,0,0,0,0,0,0,1
doe,0,0,0,0,0,0,0,0,0,0,1
digress,0,1,0,0,0,1,0,0,0,0,1
principle,0,0,0,0,0,0,0,0,0,0,1
parenthesis,0,0,0,0,0,0,0,0,0,0,1
scotch,0,0,0,0,0,1,0,0,0,0,1
dot,0,0,0,0,0,0,0,0,0,0,1
discontent,1,0,1,1,0,1,0,1,0,0,1
aquatic,0,0,0,0,0,0,0,0,0,0,1
ambassador,0,0,0,0,0,0,1,0,0,1,1
rapture,0,1,0,0,1,0,1,0,0,0,1
serrated,0,0,0,0,0,0,0,0,0,0,1
armament,1,0,0,1,0,0,0,0,0,0,1
ending,0,0,0,0,0,0,0,0,0,0,1
abstain,0,0,0,0,0,0,0,0,0,0,1
uneasiness,0,1,0,0,0,1,0,1,0,0,1
poison,1,0,1,1,0,1,0,1,0,0,1
sundial,0,1,0,0,0,0,0,0,0,1,1
sneaking,0,1,0,1,0,1,0,0,0,1,1
thirds,0,0,0,0,0,0,0,0,0,0,1
marvelously,0,0,0,0,1,0,1,0,0,0,1
resisting,1,0,0,1,0,1,0,1,0,0,1
divinity,0,0,0,0,0,0,1,0,0,0,1
hoary,0,0,0,0,0,1,0,1,0,0,1
bookish,0,0,0,0,0,0,1,0,0,0,1
folded,0,0,0,0,0,0,0,0,0,0,1
cripple,0,0,0,1,0,1,0,1,0,0,1
sugar,0,0,0,0,0,0,1,0,0,0,1
brimstone,1,0,0,1,0,1,0,0,0,0,1
remittance,0,0,0,0,0,0,0,0,0,0,1
integrate,0,0,0,0,0,0,0,0,0,0,1
centurion,0,0,0,0,0,0,1,0,0,0,1
hoard,0,0,0,0,0,0,0,0,0,0,1
palliative,0,0,0,0,0,0,1,0,0,0,1
edict,0,0,0,1,0,1,0,0,0,0,1
patter,1,0,0,0,0,1,0,0,0,0,1
rejoicing,0,1,0,0,1,0,1,0,1,0,1
morsel,0,0,0,0,0,1,0,0,0,0,1
conduct,0,0,0,0,0,0,0,0,0,0,1
stop,0,0,0,0,0,0,0,0,0,0,1
perceive,0,0,0,0,0,0,1,0,0,1,1
appetizer,0,0,0,0,0,0,0,0,0,0,1
meditate,0,1,0,0,1,0,1,0,0,1,1
slanderous,0,0,0,0,0,1,0,0,0,0,1
smug,0,0,0,0,0,1,0,0,0,0,1
comply,0,0,0,0,0,0,0,0,0,0,1
earl,0,0,0,0,0,0,1,0,0,0,1
bat,0,0,0,0,0,0,0,0,0,0,1
chronological,0,0,0,0,0,0,0,0,0,0,1
bar,0,0,0,0,0,0,0,0,0,0,1
sailing,0,0,0,0,0,0,0,0,0,0,1
microscopy,0,0,0,0,0,0,1,0,0,0,1
bay,0,0,0,0,0,0,0,0,0,0,1
illegitimate,1,0,1,1,0,1,0,1,1,0,1
bag,0,0,0,0,0,0,0,0,0,0,1
bad,1,0,1,1,0,1,0,1,0,0,1
architecture,0,0,0,0,0,0,0,0,0,1,1
scrumptious,0,0,0,0,0,0,1,0,0,0,1
ban,0,0,0,0,0,1,0,0,0,0,1
bal,0,0,0,0,0,0,0,0,0,0,1
linguist,0,0,0,0,0,0,1,0,0,1,1
enchant,0,1,0,0,1,0,1,0,1,0,1
attest,0,0,0,0,0,0,1,0,0,1,1
unworthy,0,0,1,0,0,1,0,0,0,0,1
fascinating,0,0,0,0,0,0,1,0,0,0,1
diminutive,0,0,0,0,0,0,0,0,0,0,1
fluffy,0,0,0,0,0,0,0,0,0,0,1
blameless,0,0,0,0,0,0,1,0,0,0,1
allure,0,1,0,0,1,0,1,0,1,0,1
reviewer,0,0,0,0,0,0,0,0,0,0,1
subject,0,0,0,0,0,1,0,0,0,0,1
snuff,0,0,0,0,0,0,0,0,0,0,1
tile,0,0,0,0,0,0,0,0,0,0,1
antimony,0,0,0,0,0,0,0,0,0,0,1
exponent,0,0,0,0,0,0,0,0,0,0,1
inappropriate,1,0,1,0,0,1,0,1,0,0,1
sail,0,0,0,0,0,0,0,0,0,0,1
connective,0,0,0,0,0,0,0,0,0,1,1
prince,0,0,0,0,0,0,1,0,0,0,1
tantamount,0,0,0,0,0,0,0,0,0,1,1
unwell,0,0,0,0,0,1,0,1,0,0,1
disprove,0,0,0,0,0,0,0,0,0,0,1
baboon,0,0,1,0,0,1,0,0,0,0,1
tolerance,0,0,0,0,0,0,0,0,0,0,1
lethargic,0,0,0,0,0,0,0,0,0,0,1
warrior,1,0,0,1,0,0,1,0,0,0,1
crayons,0,0,0,0,0,0,0,0,0,0,1
triplet,0,0,0,0,0,0,0,0,0,0,1
wrapping,0,0,0,0,0,0,0,0,0,0,1
ignorance,0,0,0,0,0,1,0,0,0,0,1
lotion,0,0,0,0,0,0,0,0,0,0,1
androgen,0,0,0,0,0,0,0,0,0,0,1
retirement,0,1,0,1,1,1,1,1,0,1,1
ethnography,0,0,0,0,0,0,0,0,0,0,1
gentry,0,0,0,0,0,0,1,0,0,1,1
carnivorous,0,0,0,1,0,1,0,0,0,0,1
witty,0,0,0,0,1,0,1,0,0,0,1
excavate,0,0,0,0,0,0,0,0,0,0,1
disorderly,0,0,0,0,0,1,0,0,0,0,1
resistant,0,0,0,1,0,1,0,0,0,0,1
wandering,0,0,0,0,0,0,0,0,0,0,1
uncertainty,0,0,0,0,0,0,0,0,0,0,1
ascendancy,0,0,0,0,0,0,1,0,0,0,1
informal,0,0,0,0,0,0,0,0,0,0,1
protection,0,0,0,0,0,0,0,0,0,0,1
tractor,0,0,0,0,0,0,0,0,0,0,1
cartilage,0,0,0,0,0,0,0,0,0,0,1
distinction,0,0,0,0,0,0,1,0,0,0,1
sunshine,0,0,0,0,1,0,1,0,0,0,1
sweetie,0,0,0,0,0,0,1,0,0,0,1
typist,0,0,0,0,0,0,0,0,0,0,1
exemplary,0,0,0,0,0,0,1,0,0,0,1
monad,0,0,0,0,0,0,0,0,0,0,1
carat,0,0,0,0,0,0,0,0,0,0,1
cobble,0,0,0,0,0,0,0,0,0,0,1
height,0,0,0,0,0,0,0,0,0,0,1
inquisitive,0,0,0,0,0,0,1,0,0,0,1
hygiene,0,0,0,0,0,0,0,0,0,0,1
lick,0,0,1,0,0,1,0,0,0,0,1
initiative,0,0,0,0,0,0,0,0,0,0,1
foray,1,0,0,0,0,1,0,0,0,0,1
path,0,0,0,0,0,0,0,0,0,0,1
arsenic,0,0,1,1,0,1,0,1,0,0,1
ether,0,0,0,0,0,0,0,0,0,0,1
copycat,1,0,1,0,0,1,0,0,0,0,1
tint,0,0,0,0,0,0,0,0,0,0,1
abdominal,0,0,0,0,0,0,0,0,0,0,1
eradication,1,0,1,1,0,1,0,0,0,0,1
basis,0,0,0,0,0,0,0,0,0,0,1
regenerate,0,0,0,0,0,0,0,0,0,0,1
futility,0,0,0,0,0,1,0,0,0,0,1
parsley,0,0,0,0,0,0,0,0,0,0,1
erect,0,0,0,0,0,0,0,0,0,0,1
particulars,0,0,0,0,0,0,0,0,0,0,1
commission,0,0,0,0,0,0,0,0,0,1,1
tine,0,0,0,0,0,0,0,0,0,0,1
trigger,0,0,0,0,0,0,0,0,0,0,1
detrimental,0,0,0,0,0,1,0,0,0,0,1
interest,0,0,0,0,0,0,1,0,0,0,1
basin,0,0,0,0,0,0,0,0,0,0,1
lovely,0,1,0,0,1,0,1,1,1,1,1
piccolo,0,0,0,0,0,0,0,0,0,0,1
idol,0,0,0,0,0,0,1,0,0,0,1
plateau,0,0,0,0,0,0,0,0,0,0,1
efficacy,0,0,0,0,0,0,1,0,0,0,1
sag,0,0,0,1,0,1,0,0,0,0,1
inattention,1,0,0,0,0,1,0,0,0,0,1
dismiss,0,0,0,0,0,0,0,0,0,0,1
decrepit,0,0,0,0,0,1,0,0,0,0,1
kudos,0,0,0,0,1,0,1,0,0,0,1
aviation,0,0,0,0,0,0,0,0,0,0,1
regretted,0,0,0,0,0,1,0,1,0,0,1
harshness,1,0,0,1,0,1,0,0,0,0,1
unpopular,0,0,1,0,0,1,0,1,0,0,1
exception,0,0,0,0,0,0,0,0,0,0,1
tank,0,0,0,0,0,0,0,0,0,0,1
sly,1,0,1,1,0,1,0,0,0,0,1
reddish,0,0,0,0,0,0,0,0,0,0,1
affirm,0,0,0,0,0,0,1,0,0,1,1
tang,0,0,0,0,0,0,0,0,0,0,1
originate,0,0,0,0,0,0,0,0,0,0,1
transformation,0,0,0,0,0,0,0,0,0,0,1
ugly,0,0,1,0,0,1,0,0,0,0,1
moratorium,0,0,0,0,0,0,0,0,0,0,1
suppose,0,0,0,0,0,0,0,0,0,0,1
aeroplane,0,0,0,0,0,0,0,0,0,0,1
reconnaissance,0,0,0,0,0,0,0,0,0,0,1
balance,0,0,0,0,0,0,1,0,0,0,1
mangle,1,0,1,1,0,1,0,1,0,0,1
anchor,0,0,0,0,0,0,1,0,0,0,1
guardianship,0,0,0,0,0,0,1,0,0,1,1
spawn,0,0,0,0,0,0,0,0,0,0,1
cane,1,0,0,1,0,0,0,0,0,0,1
concomitant,0,0,0,0,0,0,0,0,0,0,1
metropolitan,0,0,0,0,0,0,1,0,0,0,1
diaphragm,0,0,0,0,0,0,0,0,0,0,1
lurking,0,0,0,0,0,1,0,0,0,0,1
defeated,0,0,0,0,0,1,0,1,0,0,1
shame,0,0,1,1,0,1,0,1,0,0,1
anastomosis,0,0,0,0,0,0,0,0,0,0,1
euthanasia,0,0,0,1,0,1,0,1,0,0,1
amour,0,1,0,0,1,0,1,0,0,1,1
mouse,0,0,0,0,0,0,0,0,0,0,1
disappear,0,0,0,1,0,0,0,0,0,0,1
abscess,0,0,0,0,0,1,0,1,0,0,1
growl,1,0,0,1,0,1,0,0,0,0,1
matriculation,0,0,0,0,0,0,0,0,0,0,1
parish,0,0,0,0,0,0,0,0,0,1,1
make,0,0,0,0,0,0,0,0,0,0,1
tactile,0,0,0,0,0,0,0,0,0,0,1
quid,0,0,0,0,0,0,0,0,0,0,1
writer,0,0,0,0,0,0,1,0,0,0,1
spectrophotometer,0,0,0,0,0,0,0,0,0,0,1
belly,0,0,0,0,0,0,0,0,0,0,1
contaminate,0,0,1,0,0,1,0,0,0,0,1
venom,1,0,1,1,0,1,0,0,0,0,1
vegetable,0,0,0,0,0,0,0,0,0,0,1
catalysis,0,0,0,0,0,0,0,0,0,0,1
wheel,0,0,0,0,0,0,0,0,0,0,1
evolve,0,0,0,0,0,0,0,0,0,0,1
bearded,0,0,0,0,0,0,0,0,0,0,1
doorbell,0,0,0,0,0,0,0,0,0,0,1
percolation,0,0,0,0,0,0,0,0,0,0,1
unlimited,0,0,0,0,0,0,1,0,0,0,1
differing,0,0,0,0,0,0,0,0,0,0,1
opulent,0,0,0,0,0,0,0,0,0,0,1
kit,0,0,0,0,0,0,0,0,0,0,1
delight,0,1,0,0,1,0,1,0,0,0,1
renaissance,0,0,0,0,0,0,1,0,0,0,1
squat,0,0,0,0,0,0,0,0,0,0,1
garlic,0,0,0,0,0,0,0,0,0,0,1
kin,0,0,0,0,0,0,0,0,0,0,1
supposing,0,0,0,0,0,0,0,0,0,0,1
jealous,1,0,1,0,0,1,0,0,0,0,1
overt,0,0,0,1,0,0,0,0,0,0,1
bequest,0,0,0,0,0,0,0,0,0,1,1
discoloration,0,0,1,0,0,1,0,0,0,0,1
thoughts,0,0,0,0,0,0,0,0,0,0,1
kid,0,0,0,0,0,0,0,0,0,0,1
butter,0,0,0,0,0,0,0,0,0,0,1
weakly,0,0,0,1,0,1,0,1,0,0,1
practiced,0,0,0,0,1,0,1,0,1,1,1
romp,0,0,0,0,1,0,1,0,0,0,1
presto,0,0,0,0,1,0,1,0,1,0,1
failing,1,1,0,1,0,1,0,1,0,0,1
smoker,0,0,0,0,0,1,0,0,0,0,1
inherit,0,0,0,0,0,0,0,0,0,0,1
midway,0,0,0,0,0,0,0,0,0,0,1
approbation,0,0,0,0,0,0,1,0,0,1,1
materials,0,0,0,0,0,0,0,0,0,0,1
qualities,0,0,0,0,0,0,0,0,0,0,1
liqueur,0,0,0,0,0,0,0,0,0,0,1
paradigm,0,0,0,0,0,0,0,0,0,0,1
left,0,0,0,0,0,0,0,0,0,0,1
etiquette,0,0,0,0,0,0,0,0,0,0,1
protocol,0,0,0,0,0,0,0,0,0,0,1
consciousness,0,0,0,0,0,0,1,0,0,0,1
kinky,0,0,0,0,0,0,0,0,0,0,1
yea,0,0,0,0,0,0,0,0,0,0,1
isolate,0,0,0,0,0,0,0,1,0,0,1
sporting,0,0,0,0,0,0,0,0,0,0,1
unfair,1,0,1,0,0,1,0,1,0,0,1
sequestration,0,0,0,0,0,1,0,1,0,0,1
assignee,0,0,0,0,0,0,0,0,0,1,1
reformation,0,0,0,0,0,0,1,0,0,0,1
identify,0,0,0,0,0,0,0,0,0,0,1
fullness,0,0,0,0,0,0,0,0,0,0,1
facts,0,0,0,0,0,0,1,0,0,1,1
zoo,0,0,0,0,0,0,0,0,0,0,1
impending,0,1,0,1,0,0,0,0,0,0,1
sharpened,0,0,0,0,0,0,0,0,0,0,1
nudge,0,0,0,0,0,0,0,0,0,0,1
catalytic,0,0,0,0,0,0,0,0,0,0,1
candidate,0,0,0,0,0,0,1,0,0,0,1
acumen,0,0,0,0,0,0,1,0,0,0,1
legion,0,0,0,0,0,0,0,0,0,0,1
agile,0,0,0,0,0,0,1,0,0,0,1
assassination,1,0,0,1,0,1,0,1,0,0,1
character,0,0,0,0,0,0,0,0,0,0,1
jeweler,0,0,0,0,0,0,0,0,0,0,1
appellant,0,0,0,0,0,0,0,0,0,0,1
squad,0,0,0,0,0,0,0,0,0,0,1
affinity,0,0,0,0,0,0,0,0,0,0,1
defray,0,0,0,0,0,0,0,0,0,0,1
save,0,0,0,0,1,0,1,0,0,1,1
designate,0,0,0,0,0,0,0,0,0,0,1
swarming,0,0,0,0,0,0,0,0,0,0,1
fluidity,0,0,0,0,0,0,0,0,0,0,1
involuntary,0,0,0,0,0,1,0,0,0,0,1
flatulence,0,0,1,0,0,1,0,0,0,0,1
visibly,0,0,0,0,0,0,0,0,0,0,1
auspicious,0,1,0,0,1,0,1,0,0,0,1
discreet,0,1,0,0,0,0,1,0,0,0,1
dreamy,0,0,0,0,0,0,0,0,0,0,1
background,0,0,0,0,0,0,0,0,0,0,1
performance,0,0,0,0,0,0,0,0,0,0,1
vanity,0,0,0,0,0,1,0,0,0,0,1
shoulder,0,0,0,0,0,0,1,0,0,1,1
dignity,0,0,0,0,0,0,1,0,0,1,1
daemon,1,0,1,1,0,1,0,1,1,0,1
visible,0,0,0,0,0,0,0,0,0,0,1
nude,0,0,0,0,0,0,0,0,0,0,1
manual,0,0,0,0,0,0,0,0,0,1,1
unnecessary,0,0,0,0,0,0,0,0,0,0,1
darn,0,0,0,0,0,0,0,0,0,0,1
banshee,1,0,1,1,0,1,0,1,0,0,1
monolayer,0,0,0,0,0,0,0,0,0,0,1
signal,0,0,0,0,0,0,0,0,0,0,1
cowardice,0,0,0,1,0,1,0,0,0,0,1
dean,0,0,0,0,0,0,0,0,0,0,1
deal,0,1,0,0,1,0,1,0,1,1,1
bookseller,0,0,0,0,0,0,0,0,0,0,1
deaf,0,0,0,0,0,1,0,0,0,0,1
maxim,0,0,0,0,0,0,0,0,0,1,1
elderly,0,0,0,0,0,0,0,0,0,0,1
vaulted,0,0,0,0,0,0,0,0,0,0,1
revel,0,0,0,0,1,0,1,0,0,0,1
intern,0,0,0,0,0,0,0,0,0,0,1
invoice,0,0,0,0,0,0,0,0,0,0,1
dear,0,0,0,0,0,0,1,0,0,0,1
maneuvering,0,0,0,0,0,0,0,0,0,0,1
repelling,0,0,1,0,0,1,0,0,0,0,1
strategic,0,0,0,0,0,0,1,0,0,0,1
separately,0,0,0,0,0,0,0,0,0,0,1
dense,0,0,0,0,0,0,0,0,0,0,1
serviceable,0,0,0,0,0,0,0,0,0,0,1
undisturbed,0,0,0,0,0,0,0,0,0,0,1
uproar,0,0,0,0,0,1,0,0,0,0,1
notification,0,1,0,0,0,0,0,0,0,0,1
outspoken,0,0,0,0,0,0,0,0,0,0,1
aggravation,1,0,1,0,0,1,0,0,0,0,1
flounder,0,0,0,1,0,1,0,1,0,0,1
tallies,0,0,0,0,0,0,0,0,0,0,1
unstable,0,0,0,1,0,1,0,0,1,0,1
backhoe,0,0,0,0,0,0,0,0,0,0,1
incidence,0,0,0,0,0,0,0,0,0,0,1
tartar,0,0,0,0,0,0,0,0,0,0,1
bold,0,0,0,0,0,0,1,0,0,0,1
plot,0,0,0,0,0,0,0,0,0,0,1
molecule,0,0,0,0,0,0,0,0,0,0,1
statistician,0,0,0,0,0,0,0,0,0,0,1
burn,0,0,0,0,0,0,0,0,0,0,1
blackmail,1,0,0,1,0,1,0,0,0,0,1
repellant,0,0,1,1,0,1,0,0,0,0,1
rearrangement,0,0,0,0,0,0,0,0,0,0,1
protagonist,0,0,0,0,0,0,0,0,0,0,1
bolt,0,0,0,0,0,0,0,0,0,0,1
burr,0,0,0,0,0,0,0,0,0,0,1
keeper,0,0,0,0,0,0,0,0,0,0,1
bury,0,0,0,0,0,0,0,1,0,0,1
conceal,0,0,0,0,0,1,0,1,0,0,1
metrical,0,0,0,0,0,0,0,0,0,0,1
unwillingly,0,0,0,0,0,0,0,0,0,0,1
magazine,0,0,0,0,0,0,0,0,0,0,1
afternoon,0,0,0,0,0,0,0,0,0,0,1
craftsman,0,0,0,0,0,0,1,0,0,0,1
azure,0,0,0,0,0,0,0,0,0,0,1
commit,0,0,0,0,0,0,0,0,0,0,1
marshal,0,0,0,0,0,0,1,0,0,1,1
nerve,0,0,0,0,0,0,1,0,0,0,1
rhyming,0,0,0,0,0,0,0,0,0,0,1
anointing,0,0,0,0,0,0,0,0,0,0,1
unconventional,0,0,0,0,0,0,0,0,0,0,1
lien,0,0,0,0,0,0,0,0,0,0,1
intellectual,0,0,0,0,0,0,1,0,0,0,1
pair,0,0,0,0,0,0,0,0,0,0,1
doctrine,0,0,0,0,0,0,0,0,0,1,1
carving,0,0,0,0,0,0,0,0,0,0,1
armada,0,0,0,0,0,0,0,0,0,0,1
chime,0,0,0,0,0,0,0,0,0,0,1
tetrahedral,0,0,0,0,0,0,0,0,0,0,1
frightened,0,0,0,1,0,1,0,0,1,0,1
annoyance,1,0,1,0,0,1,0,0,0,0,1
stump,0,0,0,0,0,0,0,0,0,0,1
preemption,0,0,0,0,0,0,0,0,0,0,1
weathered,0,0,0,0,0,0,0,0,0,0,1
amazingly,0,0,0,0,1,0,1,0,1,0,1
flying,0,0,0,1,0,0,1,0,0,0,1
illustrious,0,0,0,0,0,0,1,0,0,0,1
approximate,0,0,0,0,0,0,0,0,0,0,1
corporeal,0,0,0,0,0,0,1,0,0,0,1
victorious,0,0,0,0,1,0,1,0,0,0,1
editor,0,0,0,0,0,0,0,0,0,0,1
fraction,0,0,0,0,0,0,0,0,0,0,1
unseat,0,0,0,0,0,0,0,1,0,0,1
stalk,0,0,0,1,0,1,0,0,0,0,1
lurid,0,0,1,0,0,1,0,0,0,0,1
fork,0,0,0,0,0,0,0,0,0,0,1
lathe,0,0,0,0,0,0,0,0,0,0,1
secondhand,0,0,0,0,0,1,0,0,0,0,1
form,0,0,0,0,0,0,0,0,0,0,1
immorality,1,0,1,0,0,1,0,0,0,0,1
fore,0,0,0,0,0,0,1,0,0,0,1
ford,0,0,0,0,0,0,0,0,0,0,1
failure,0,0,1,1,0,1,0,1,0,0,1
powerfully,0,0,0,1,0,0,1,0,0,0,1
diaper,0,0,1,0,0,0,0,0,0,0,1
syndicate,0,0,0,0,0,0,0,0,0,0,1
overburden,0,0,0,0,0,1,0,0,0,0,1
blindness,0,0,0,0,0,1,0,1,0,0,1
surrender,0,0,0,1,0,1,0,1,0,0,1
analyst,0,1,0,0,0,0,1,0,0,1,1
fort,0,0,0,0,0,0,0,0,0,1,1
continuance,0,0,0,0,0,0,0,0,0,0,1
protestant,0,0,0,1,0,0,0,0,0,0,1
pavilion,0,0,0,0,0,0,0,0,0,0,1
surprising,0,0,0,0,0,0,0,0,1,0,1
understood,0,0,0,0,0,0,0,0,0,0,1
limousine,0,0,0,0,0,0,0,0,0,0,1
bounds,0,0,0,0,0,0,0,0,0,0,1
untitled,0,0,0,0,0,1,0,1,0,0,1
verbiage,0,0,0,0,0,0,0,0,0,0,1
sapphire,0,0,0,0,0,0,0,0,0,0,1
boomerang,0,1,0,0,0,0,0,0,0,1,1
cosmos,0,0,0,0,0,0,0,0,0,0,1
horrifying,0,0,1,1,0,1,0,1,0,0,1
propaganda,0,0,0,0,0,1,0,0,0,0,1
mystical,0,0,0,0,0,0,0,0,0,0,1
basilica,0,0,0,0,0,0,0,0,0,0,1
strengthening,0,0,0,0,1,0,1,0,0,1,1
shin,0,0,0,0,0,0,0,0,0,0,1
pontiff,0,0,0,0,0,0,0,0,0,1,1
semicolon,0,0,0,0,0,0,0,0,0,0,1
classic,0,0,0,0,0,0,1,0,0,0,1
covert,0,0,0,0,0,0,0,0,0,0,1
sidestep,0,0,0,0,0,0,0,0,0,0,1
sticky,0,0,1,0,0,0,0,0,0,0,1
scientific,0,0,0,0,0,0,1,0,0,1,1
anthrax,0,0,1,1,0,1,0,1,0,0,1
mediocre,0,0,0,0,0,1,0,0,0,0,1
mustang,0,0,0,0,0,0,0,0,0,0,1
fraternal,0,0,0,0,1,0,1,0,0,1,1
vista,0,0,0,0,0,0,0,0,0,0,1
blasphemous,1,0,1,0,0,1,0,0,0,0,1
discriminate,1,0,0,0,0,1,0,1,0,0,1
inexplicable,0,0,0,0,0,1,0,0,1,0,1
agreeing,0,0,0,0,0,0,1,0,0,1,1
alerts,0,1,0,1,0,0,0,0,1,0,1
excel,0,1,0,0,1,0,1,0,1,1,1
oestrogen,0,0,0,0,0,0,0,0,0,0,1
answerable,0,0,0,0,0,0,0,0,0,1,1
venison,0,0,0,0,0,0,0,0,0,0,1
warehouse,0,0,0,0,0,0,0,0,0,0,1
saucer,0,0,0,0,0,0,0,0,0,0,1
tardy,0,0,0,0,0,1,0,0,0,0,1
weir,0,0,0,0,0,0,0,0,0,0,1
sectarian,1,0,0,1,0,1,0,0,0,0,1
insolvency,0,0,0,1,0,1,0,1,1,0,1
faction,0,0,0,0,0,0,0,0,0,0,1
handicap,0,0,0,0,0,1,0,1,0,0,1
slink,0,0,0,0,0,1,0,0,0,0,1
felt,0,0,0,0,0,0,0,0,0,0,1
diet,0,0,0,0,0,0,0,0,0,0,1
partiality,0,0,0,0,0,0,0,0,0,0,1
sensuous,0,0,0,0,1,0,1,0,0,0,1
trepidation,0,1,0,1,0,1,0,0,1,0,1
fell,0,0,0,0,0,1,0,1,0,0,1
curvature,0,0,0,0,0,0,0,0,0,0,1
magnificence,0,1,0,0,1,0,1,0,0,1,1
derail,0,0,0,0,0,0,0,0,0,0,1
billion,0,0,0,0,0,0,0,0,0,0,1
immemorial,0,0,0,0,0,0,0,0,0,0,1
salon,0,0,0,0,0,0,0,0,0,0,1
happening,0,0,0,0,0,0,0,0,0,0,1
apology,0,0,0,0,0,0,1,0,0,0,1
annuity,0,0,0,0,0,0,0,0,0,0,1
blushing,0,0,0,0,0,0,0,0,0,0,1
microcosm,0,0,0,0,0,0,0,0,0,0,1
pseudo,0,0,0,0,0,0,0,0,0,0,1
daily,0,1,0,0,0,0,0,0,0,0,1
gorilla,0,0,0,0,0,1,0,0,0,0,1
almanac,0,0,0,0,0,0,0,0,0,0,1
teeth,0,0,0,0,0,0,0,0,0,0,1
meander,0,0,0,0,0,0,0,0,0,0,1
parcels,0,0,0,0,0,0,0,0,0,0,1
restored,0,0,0,0,0,0,0,0,0,0,1
overdue,0,1,0,0,0,1,0,1,1,0,1
shop,0,0,0,0,0,0,0,0,0,0,1
camber,0,0,0,0,0,0,0,0,0,0,1
befriend,0,0,0,0,1,0,1,0,0,1,1
customary,0,0,0,0,0,0,0,0,0,0,1
proletariat,0,0,0,0,0,0,0,0,0,0,1
rating,1,0,0,1,0,1,0,1,0,0,1
skip,0,0,0,0,0,1,0,0,0,0,1
peruse,0,0,0,0,0,0,0,0,0,0,1
bombed,0,0,1,0,0,1,0,0,0,0,1
invent,0,0,0,0,0,0,0,0,0,0,1
